country,gdp_per_capita,gdp_growth,inflation,unemployment,exports_gdp,life_expectancy,infant_mortality,fertility_rate,health_expenditure,physicians,literacy_rate,school_enrollment_secondary,school_enrollment_tertiary,electricity_access,renewable_energy,mobile_subscriptions,internet_users,control_corruption,government_effectiveness,population,urban_population,poverty_ratio
Afghanistan,,,-6.60118564073727,13.295,,66.035,50.4,4.84,,,,,,85.3,20.0,55.5475,,-1.15493178367615,-1.98701369762421,42647492,27.265,
Albania,18920.8942644729,3.96171911223713,2.21448953273292,10.25,36.1095621958381,79.602,8.3,1.348,,,,108.355392456055,81.9986267089844,100.0,,92.9973,,-0.332218527793884,0.250855356454849,2714617,65.38,
Algeria,15442.1244460542,3.29999999939609,4.04611455313438,11.427,,76.261,19.7,2.766,,,,105.164131811213,54.4283410150344,100.0,,111.606,,-0.589308321475983,-0.670135140419006,46814308,75.748,
American Samoa,,,,,,72.852,,2.286,,,,,,,0.4,,,1.25135612487793,0.654167771339417,46765,87.284,
Andorra,65928.3071971004,3.37182032638998,,,,84.041,2.5,1.082,7.92821121,,,101.923820495605,67.6767676767677,100.0,18.7,156.097,,1.25135612487793,1.4754387140274,81938,87.747,
Angola,7344.14537855393,4.42390452944746,28.2404948915773,14.464,37.8827428063986,64.617,38.3,5.124,,0.244,,,9.9549065722902,51.1,,70.052,,-0.60992020368576,-1.00890958309174,37885849,69.281,
Antigua and Barbuda,29561.807425139,4.32752145036402,6.19886698842119,,,77.598,7.3,1.578,,,,,,100.0,0.9,,,0.326792687177658,0.380410820245743,93772,24.338,
Argentina,26547.0503429365,-1.71910514722377,219.883929014578,7.876,15.3342337389676,77.395,8.2,1.5,,4.082,,,,100.0,,137.706,89.6672,-0.360883951187134,-0.377517342567444,45696159,92.579,38.1
Armenia,20078.7848984844,5.90000000046228,0.269511978259078,13.329,76.3471180026783,77.4658536585366,8.9,1.9,,,,90.9458714101262,52.7748065090859,100.0,,134.52,,0.0583996474742889,-0.184129968285561,3033500,63.929,
Aruba,,,,,,76.353,,1.602,,,,124.379366731084,14.0655418559377,100.0,8.8,,,0.709075331687927,0.795440852642059,107624,44.474,
Australia,60082.005786975,1.4311125201703,3.16161428305747,4.072,24.705209306537,83.0512195121951,3.1,1.5,,,,,,100.0,,112.513,,1.78120493888855,1.58987963199615,27204809,86.75,
Austria,63314.4627876454,-1.17354053552188,2.93791574279385,5.439,56.9234364188164,81.5414634146342,2.6,1.32,10.87779903,5.508,,,,100.0,,121.746,94.9197,1.1336532831192,1.32668149471283,9178482,59.819,
Azerbaijan,22072.1058327346,4.07140210544654,2.21217188919901,5.594,45.9025463640897,74.429,13.3,1.55,,,,91.1228035886648,41.3413783372226,100.0,,107.687,,-1.19547140598297,-0.0326422192156315,10202850,57.997,
"Bahamas, The",36244.0360489936,3.37850660746146,0.409162489083242,8.463,37.7835884998232,74.552,11.4,1.373,,,,79.4858750299258,,100.0,1.1,100.048,,1.26691007614136,0.270353257656097,401283,83.764,
Bahrain,59129.1406763003,3.01724839092739,0.919635459817729,1.102,,81.284,7.2,1.824,,,97.8199996948242,98.8139181413527,58.3677241853667,100.0,,153.9,100.0,0.177784815430641,0.697198748588562,1588670,89.999,
Bangladesh,8486.78495660517,4.22325911250161,10.4657482763412,4.68,10.4611880382843,74.672,24.4,2.163,,,,64.2997191043961,23.7295608009814,99.5,,114.355,,-1.12086641788483,-0.697334110736847,173562364,41.23,
Barbados,19945.7371938511,3.80000031896743,-0.462229168356189,7.529,,76.178,9.3,1.708,,2.965,,104.371182990274,53.5815662047086,100.0,5.5,,,1.34458589553833,0.380443245172501,282467,31.548,
Belarus,29037.5291400434,4.00984852465452,5.78531910427999,3.361,65.0639450286877,74.1837804878049,1.9,1.208,,,,94.7902702871216,70.1107509145358,100.0,,128.979,94.2618,-0.665028035640717,-0.991465747356415,9133712,81.125,
Belgium,63083.1843669076,1.01889862506124,3.14349136500037,5.488,79.2199111409925,82.3975609756098,3.0,1.47,,,,,,100.0,,103.196,95.7758,1.3368444442749,1.03702199459076,11876844,98.224,
Belize,13277.9352658254,8.15178982706797,3.28955985952764,7.0,,73.566,10.8,2.007,,,,86.4571583269413,24.8098643151325,99.6,30.8,,,-0.226113811135292,-0.376311779022217,417072,46.838,
Benin,3901.32588494392,7.45311566226201,1.16093089640415,1.722,18.84015691814,60.774,46.4,4.556,,0.195,,,,57.0,,116.036,,-0.0495794489979744,-0.218984127044678,14462724,50.669,
Bermuda,105322.911174674,2.10536882220231,,,56.3105498763947,82.309,,1.401,,,,,,100.0,0.9,,,1.25135612487793,1.20168173313141,64636,100.0,
Bhutan,,,2.76131569624095,2.856,,72.975,18.5,1.462,,0.552,,86.1810001963554,13.011259392916,100.0,82.5,95.6261,,1.53142273426056,0.566305339336395,791524,45.0,
Bolivia,9844.27685167629,1.38468278972252,5.09976568317427,3.091,,68.581,20.0,2.547,,,,,,99.8,,,,-0.838301062583923,-0.639481067657471,12413315,71.545,
Bosnia and Herzegovina,20429.7007276332,2.48004708382834,1.69212733599721,10.723,42.8209562840181,77.85,5.3,1.486,,,,,,100.0,,117.734,86.1009,-0.581560015678406,-0.967812538146973,3164253,50.708,
Botswana,18068.5050698005,-2.98986879467928,2.8183513167625,23.138,26.0469933952779,69.163,38.2,2.732,,0.378,,,21.4087908549348,76.0,,179.027,,0.685792088508606,0.430828422307968,2521139,73.49,
Brazil,19647.9096329925,3.39586645454844,4.36746407652335,7.634,18.0146799833275,75.848,12.5,1.619,,,94.8005123042056,,,99.8,,101.02,84.4635,-0.503643155097961,-0.546764314174652,211998573,88.016,
British Virgin Islands,,,,,,77.276,11.6,1.045,,,,75.5833129882812,29.5605306799337,100.0,1.3,,,,,39471,50.171,
Brunei Darussalam,79184.0920389224,4.20037273472056,-0.388674165036466,5.144,74.2982844367187,75.327,8.2,1.747,,,,,,100.0,,127.012,,1.27803611755371,1.4017870426178,462721,79.439,
Bulgaria,34085.1952950467,2.81082775188881,2.44651943006078,4.104,55.8071638055329,75.7073170731707,5.0,1.81,,4.896,,,,100.0,,117.933,82.439,-0.137721657752991,0.047112051397562,6444366,77.037,
Burkina Faso,2547.93264387899,4.98510300625183,4.19081721344524,5.166,28.4873274256098,61.092,44.8,4.186,,0.147,,29.9905774531085,10.0419678526515,21.7,71.4,,,-0.169615507125854,-0.826227486133575,23548781,33.166,
Burundi,835.620859248356,3.48923174838968,20.2124925027847,0.902,,63.651,31.5,4.878,,,,,,11.6,83.0,63.1631,,-1.55602598190308,-1.20011341571808,14047786,15.16,
Cabo Verde,9907.58847498474,7.27188147204411,1.04817001091962,11.878,41.8572771165211,76.059,11.0,1.522,,,88.4700012207031,,,98.6,21.8,113.023,,0.984857201576233,0.0136766647920012,524877,68.412,
Cambodia,7011.58146903476,6.01581457354608,,0.27,71.3635841655888,70.668,20.3,2.579,,,,58.7893230437643,21.4437426836662,95.0,,120.809,,-1.29921674728394,-0.305874288082123,17638801,26.035,
Cameroon,4919.14166939977,3.67074284680984,4.53061267315864,3.518,14.7371898543379,63.7,41.2,4.322,,0.135,,,16.6614294830602,72.0,,96.4817,,-1.16255974769592,-0.906262576580048,29123744,59.892,
Canada,56691.9070100503,1.5280811085284,2.38158383281171,6.45,32.4613353439237,81.6465853658537,4.4,1.26,11.22370815,2.497,,,,100.0,,94.1497,,1.67150104045868,1.51680326461792,41288599,81.98,
Cayman Islands,,,,,,80.358,,1.531,,,,84.7603098178773,,100.0,0.0,,,0.437594085931778,1.2372350692749,74457,100.0,
Central African Republic,1111.65331166746,1.53963247482849,1.47733600718747,5.899,15.4569738337124,57.408,60.4,6.012,,,,,,17.6,90.9,,,-1.31139302253723,-1.73500919342041,5330690,44.13,
Chad,2605.77164183974,3.65445110463405,8.89950732263755,1.088,28.1174400821559,55.069,58.7,6.12,,0.085,,23.49298947746,,12.0,70.0,70.1874,,-1.48240697383881,-1.4791487455368,20299123,24.691,
Channel Islands,,,,6.256,,81.1,,1.37,,,,,,100.0,,,,,,168126,31.257,
Chile,30182.7871224714,2.64431154871538,4.29763891572522,9.056,33.7233211746608,81.167,6.2,1.167,10.09532642,3.17,,,,100.0,,135.871,,0.968603789806366,0.71755576133728,19764771,88.116,
China,23845.6197217259,4.9773565917572,0.218128938439166,4.571,20.02291663623,77.953,4.5,0.999,,,,,76.8757843123403,100.0,,128.247,92.0,-0.00537010468542576,0.679014027118683,1408975000,65.544,
Colombia,18503.6706011465,1.7438014504116,6.60908593728228,9.608,15.97281920951,77.725,10.9,1.645,7.69168758,,95.3399963378906,,,98.7,,166.98,,-0.309191286563873,-0.075877919793129,52886363,82.652,31.8
Comoros,3567.51386511576,3.3887835062684,,3.875,9.91147670436021,66.777,35.7,3.878,,,,,,89.8,39.3,109.856,,-0.990109264850616,-1.53510224819183,866628,30.418,
"Congo, Dem. Rep.",1504.14374011806,6.67593028986779,,4.556,46.6217703807441,61.895,44.5,6.051,,0.187,,,,22.1,,53.1889,,-1.48051190376282,-1.68906629085541,109276265,48.055,
"Congo, Rep.",6181.47053293572,2.57966639535138,3.09143630919163,19.694,52.779644095169,65.772,27.6,4.157,,0.175,,,,51.3,,94.8715,,-1.34527885913849,-1.33428740501404,6332961,69.638,
Costa Rica,26973.4361581028,4.32122429647224,-0.412853001047083,7.848,38.5317940508727,80.799,9.2,1.33,,2.636,,,,100.0,,145.789,,0.653749406337738,0.260196477174759,5129910,83.167,20.3
Cote d'Ivoire,6733.15402382668,5.95000000002031,3.46637314660163,2.288,27.5981087233431,61.944,46.6,4.283,,0.175,,65.3065056618336,,72.4,,171.989,,-0.313007414340973,-0.359512031078339,31934230,53.644,
Croatia,42633.7666808329,3.81494521667429,2.97200477643622,5.236,49.7993080704898,78.4731707317073,3.9,1.46,,,,,,100.0,,117.113,83.6324,0.181928679347038,0.712653696537018,3866300,58.945,
Cuba,,,,1.53,,78.085,6.6,1.439,,,,91.7456844321038,43.1040700506779,100.0,,69.5768,,-0.0550908595323563,-0.475527822971344,10979783,77.657,
Curacao,,,,,,76.8,,1.2,,,,,,100.0,,93.7976,,,,155900,89.033,
Cyprus,53255.5234375,3.4480617042135,1.80023018624818,5.602,96.6913864500045,81.648,2.9,1.389,,,,,,100.0,,155.696,,0.332707405090332,0.73773992061615,1358282,67.082,
Czechia,47961.8095131483,1.12038462698665,2.43531202435312,2.506,69.2393597081089,79.8780487804878,2.1,1.45,8.53962803,,,,,100.0,,126.005,87.6878,0.767809867858887,1.1140114068985,10882164,74.738,
Denmark,73709.0018358619,3.67619734971929,1.37220049768919,5.587,69.7269725665829,81.8536585365854,3.0,1.5,9.41784573,,,,,100.0,,126.919,99.7692,2.37605309486389,2.01564884185791,5976992,88.626,
Djibouti,6841.16653163372,5.95382998854848,2.07655387954205,25.875,160.791630615753,65.987,44.4,2.609,,,,,,65.2,26.9,48.4505,,-0.780927419662476,-0.731475412845612,1168722,78.732,
Dominica,18739.3640404986,2.052738472526,2.58973869112059,,,71.132,33.1,1.484,,,,,,100.0,8.9,,,0.544514536857605,0.260825008153915,66205,72.312,
Dominican Republic,24229.4681222745,4.95169687182482,3.30223338951224,5.473,22.7679273981921,73.72,28.4,2.243,,2.235,94.0299987792969,76.3648403372637,57.6509476207267,99.6,,91.8676,91.0022,-0.449474930763245,0.12803441286087,11427557,85.011,19.0
Ecuador,13935.5391125402,-2.00125476341026,1.54732515615369,4.773,30.2786006784668,77.392,11.1,1.823,,,,,,98.7,,101.032,77.1727,-0.647337436676025,-0.494244992733002,18135478,65.029,28.0
"Egypt, Arab Rep.",16798.151577864,2.3991692678251,28.2705899322083,7.198,16.3762422101126,71.633,16.1,2.75,,,,84.8286031306453,37.5781274463676,100.0,,92.8262,,-0.747790396213531,-0.239516973495483,116538258,43.258,
El Salvador,11669.0817135644,2.60202016121069,0.853782292567271,2.839,32.7607043808335,72.099,9.2,1.775,,1.552,89.7699966430664,62.1425847697468,32.8347079463918,98.3,,179.706,,-0.561315059661865,0.0504390224814415,6338193,75.996,
Equatorial Guinea,15454.428493564,0.907248245986736,2.92140227309108,7.823,35.1642525721225,63.707,49.1,4.081,,0.143,,,,66.9,4.2,,,-1.57037270069122,-1.32034909725189,1892516,74.874,
Eritrea,,,,5.553,,68.624,25.5,3.713,,0.071,,,,54.4,,,,-1.47526490688324,-1.79375612735748,3535603,43.911,
Estonia,41546.1201868122,-0.261006210060856,3.52056053296582,7.828,76.2720927532628,78.490243902439,1.6,1.31,,,,,,100.0,,150.196,92.238,1.53812229633331,1.2634699344635,1371986,70.019,
Eswatini,10367.2682554184,2.64070461612,,34.4,,64.123,43.5,2.753,,1.591,,,,86.4,64.7,128.399,,-0.73498547077179,-0.884958326816559,1242822,25.013,
Ethiopia,2884.26460712345,7.31669112848382,21.0377460577711,3.398,5.55455331050366,67.315,35.7,3.989,,0.108,,,,55.4,,,,-0.465061634778976,-0.768662095069885,132059767,23.661,
Faroe Islands,,,,,,83.1439024390244,,1.8586,,,,,,100.0,7.9,,,,,54719,43.206,
Fiji,14104.4435804465,3.82899888724594,4.51138256524156,4.307,,67.316,23.8,2.281,3.57928777,,,98.0927630329298,75.0089752283697,99.3,28.4,,,0.50627201795578,0.490778684616089,928784,59.192,
Finland,55628.6815127631,-0.154214821070312,1.5656890623162,8.26,41.5511795390141,81.6853658536585,1.8,1.26,,,,,,100.0,,127.473,,2.22151660919189,1.73860657215118,5637214,85.872,
France,54464.9816695754,1.16613851497229,1.99904942291464,7.37,33.2440842472123,82.9292682926829,3.4,1.66,,,,,,100.0,,116.688,88.6538,1.18482184410095,1.14462625980377,68516699,82.044,
French Polynesia,,,,11.75,,84.07,,1.501,,,,,,100.0,7.0,118.778,,,,281807,62.42,
Gabon,18923.0900476678,3.38390760783467,1.17311998381216,20.061,65.2776666104055,68.337,26.5,3.647,,0.477,,,,94.1,,122.607,,-1.01552844047546,-0.779809296131134,2538952,91.307,
"Gambia, The",3030.97408356729,5.74671765535597,11.5610532897511,6.496,6.55130882364037,65.86,33.8,4.006,,,,,13.4765901565552,66.9,47.7,,,-0.281129717826843,-0.590593457221985,2759988,65.08,
Georgia,25000.6326416981,9.42857220157775,1.10971758022096,11.48,48.3647220910365,74.496,8.0,1.81,,5.613,99.6800003051758,100.959315536762,,100.0,,155.25,,0.617694795131683,0.791285872459412,3673850,61.162,9.4
Germany,62829.7960031194,-0.238526858256165,2.25649814338757,3.406,42.1002680442064,80.5414634146342,3.1,1.39,11.79903221,,,,,100.0,,124.663,93.5,1.66416621208191,1.18541669845581,83510950,77.895,
Ghana,7061.93402799185,5.68487260389836,22.8483281157842,3.007,35.2518734199692,65.498,28.2,3.397,,0.141,,,,89.5,,98.8059,,-0.0990211144089699,-0.092661589384079,34427414,59.854,
Gibraltar,,,,,,83.553,,1.888,,,,78.5279769897461,,100.0,,,,,,39329,100.0,
Greece,37752.6321172664,2.27173622615105,2.74149045788606,10.133,41.9794041507247,81.5365853658537,3.2,1.32,,,,,,100.0,,110.792,86.2697,0.0978469252586365,0.148003026843071,10388805,80.984,
Greenland,,,,,,71.549756097561,,1.769,,,,,,100.0,11.7,,,1.02827477455139,0.763896942138672,56836,88.149,
Grenada,17742.1755724633,3.69305932786197,1.08615365134744,,,75.205,16.7,1.487,,,,100.731679432948,,94.4,10.0,,,0.558168590068817,-0.0060560517013073,117207,37.267,
Guam,,,,5.586,,77.209,,2.781,,,,,,100.0,6.7,,,1.25135612487793,0.654167771339417,167777,95.24,
Guatemala,12640.8871117101,3.65186462898195,2.86992752918293,2.219,15.892871244063,72.602,17.9,2.311,,,82.1100006103516,49.5765804970836,,100.0,,113.709,,-1.12161290645599,-0.897167265415192,18406359,53.542,
Guinea,4028.48347380899,5.6685239347435,8.12313914948598,5.23,44.037786006639,60.74,61.5,4.217,,0.021,,,,51.1,66.6,,,-0.897673428058624,-0.907938599586487,14754785,38.517,
Guinea-Bissau,2685.6174278336,4.81348595188295,3.76555825770116,2.622,12.4757606373815,64.085,43.1,3.836,,0.208,,,,40.5,87.4,128.111,,-1.1783698797226,-1.43258428573608,2201352,45.893,
Guyana,70297.4030938909,43.3720094777132,2.90395226446371,10.165,,70.18,23.8,2.412,,,,91.4304496450171,26.4315792489043,98.9,12.1,,,-0.383745014667511,-0.294486999511719,831087,27.316,
Haiti,2800.66106636594,-4.16963395808132,26.9490564091987,15.058,3.40077493286271,64.936,40.3,2.656,,,,,,51.3,,,,-1.44387412071228,-2.22533392906189,11772557,60.472,
Honduras,6585.85535717861,3.55397003296669,4.60621098127105,6.061,33.5491009940495,72.884,13.3,2.5,,,88.25,51.7639813154374,,95.6,,74.4148,,-1.11195814609528,-0.795222759246826,10825703,60.818,62.9
"Hong Kong SAR, China",66171.3583247294,2.5411975388228,1.72972119105916,2.793,181.729012308179,85.2473170731707,,0.751,,,,107.160326941213,120.08978583196,100.0,,319.494,,1.62514543533325,1.55483567714691,7524100,100.0,
Hungary,40702.1535135968,0.512305790657138,3.70370370370367,4.434,74.6638285685979,76.7707317073171,3.2,1.51,6.3573041,,,,,100.0,,105.054,93.779,-0.000498130626510829,0.372758895158768,9562314,73.179,
Iceland,65645.094856754,0.516863121729386,5.85683849970069,3.107,41.5887486126167,82.6073170731707,1.9,1.59,8.99166012,4.524,,,,100.0,,123.382,,1.55130612850189,1.55512094497681,404610,94.094,
India,9817.07082097048,6.48422363033757,4.95303550973652,4.202,21.1781223210845,72.003,24.5,1.975,,,,78.1058073224606,34.4184659748952,99.5,,80.5632,,-0.366014748811722,0.47511014342308,1450935791,36.867,
Indonesia,14470.4372020578,5.03034469419038,2.18151273615187,3.3,22.18331286866,71.146,17.0,2.127,,0.69,,98.836444459078,,99.4,,125.238,72.7808,-0.48687219619751,0.58032637834549,283487931,59.204,9.0
"Iran, Islamic Rep.",16224.0353445835,3.0400003094751,32.455871402917,9.192,22.8953163711569,77.654,10.7,1.695,,,,,,100.0,,166.28,,-1.23189043998718,-1.02239692211151,91567738,77.698,
Iraq,12725.0431260393,-1.54525198318304,-12.2969837587007,15.524,37.5074937454157,72.324,20.8,3.249,,1.012,,,,100.0,,101.389,,-1.32103753089905,-1.38960635662079,46042015,71.853,
Ireland,115337.166701374,1.22133429898928,2.11344999577319,4.369,147.576831386831,82.8609756097561,3.4,1.5,,,,,,100.0,,110.798,,1.5752888917923,1.59114551544189,5380257,64.76,
Isle of Man,,,,,,80.999,,1.548,,,,,,100.0,2.7,,,,,84160,53.708,
Israel,47338.8424624205,0.871968424377442,3.0748088980503,3.15,28.4347615877701,83.1951219512195,2.7,2.85,,3.713,,,,100.0,,153.337,88.1824,0.829359412193298,1.1453697681427,9974400,92.946,
Italy,53115.1350996573,0.725792380234424,0.98237302306138,6.778,32.7328584456689,83.7,2.3,1.2,8.51808929,4.248,,,,100.0,,131.872,89.2207,0.550129175186157,0.611036896705627,58986023,72.292,
Jamaica,10259.9951095504,-0.718806911772319,5.4119444798166,4.885,,71.479,18.3,1.358,,,,,,97.7,,115.092,,-0.112082988023758,0.407290458679199,2839175,57.762,
Japan,46097.4299773012,0.0836985643852159,2.73853681635243,2.563,,84.0412195121951,1.8,1.2,,,,,,100.0,,178.432,,1.3956606388092,1.63126504421234,123975371,92.134,
Jordan,9520.25064497454,2.48889409603647,1.55659611283951,17.996,42.6120551194793,77.814,12.2,2.639,,,,91.7518621587381,35.9184001120427,100.0,,67.5457,,0.0886586904525757,0.386213511228561,11552876,92.206,
Kazakhstan,35905.4414938905,4.80000000000022,8.83943897452672,4.794,,74.402,7.6,3.012,,,,97.198884231219,53.4564204414133,100.0,,127.115,93.3917,-0.26659306883812,0.146814674139023,20592571,58.387,5.0
Kenya,5823.40759464391,4.49649828461209,4.48978854243448,5.434,11.1366868668462,63.646,34.7,3.208,,0.102,,,10.4185962462804,76.2,,120.612,34.9762,-0.770913004875183,-0.303605198860168,56432944,30.049,
Kiribati,3257.13634647411,5.26689926385046,,,6.27095072369876,66.473,39.7,3.147,,,,90.2786712646484,4.96087980270386,95.9,41.9,51.2541,,0.411750495433807,-0.096573106944561,134518,58.448,
"Korea, Dem. People's Rep.",,,,2.859,,73.642,14.5,1.78,,,,,,57.5,,,,-1.58447635173798,-1.48409974575043,26498823,63.503,
"Korea, Rep.",,,2.32174328643543,2.604,,83.4292682926829,2.3,0.721,9.88014412,,,,,100.0,,162.114,97.8956,0.894088566303253,1.40480732917786,51751065,81.498,
Kosovo,16380.8685901944,4.41273828755084,1.61944994559479,,41.9207502862577,78.033,8.3,1.545,,,,,,,,,,-0.185286059975624,-0.0800606161355972,1527324,,
Kuwait,45426.9453957872,-2.56011113294544,2.89855072463763,2.144,,83.1878048780488,7.6,1.524,,,,,,100.0,,167.684,,0.206611827015877,0.0075402706861496,4973861,100.0,
